book,release,institution_id,class_id,student_id,response,construct,chapter_number,EOC,n_possible,n_correct,n_attempt
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,3,Intrinsic Value,9,0.759615385,104,79,138
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,10,0.777777778,63,49,76
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,11,0.701298701,77,54,92
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,12,0.776315789,76,59,90
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,5,Utility Value,2,0.8,85,68,120
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,2,Utility Value,3,0.740740741,108,80,157
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,4,0.777777778,118,91,197
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,5,0.806451613,62,50,88
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,6,0.702702703,111,78,167
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,3,Utility Value,7,0.685714286,70,48,91
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,8,0.707317073,82,58,133
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,4,Utility Value,9,0.759615385,104,79,138
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,NA,Cost,13,0.75,64,48,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,NA,Utility Value,13,0.75,64,48,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,NA,Expectancy,13,0.75,64,48,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff55bab4-812b-405b-9856-8bedf9fb11f9,NA,Intrinsic Value,13,0.75,64,48,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,2,Cost,10,0.46969697,66,31,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,11,0.518518519,81,42,101
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,12,0.53164557,79,42,96
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,2,Cost,2,0.6875,96,66,147
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,2,Cost,3,0.701923077,104,73,139
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Cost,4,0.496183206,132,65,288
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,5,0.641791045,67,43,104
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,6,0.5,112,56,166
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,7,0.462686567,67,31,80
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,8,0.58974359,78,46,99
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Cost,9,0.611650485,103,63,133
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,10,0.46969697,66,31,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,11,0.518518519,81,42,101
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,12,0.53164557,79,42,96
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Expectancy,2,0.6875,96,66,147
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,3,0.701923077,104,73,139
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,4,0.496183206,132,65,288
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,5,0.641791045,67,43,104
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,6,0.5,112,56,166
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Expectancy,7,0.462686567,67,31,80
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,8,0.58974359,78,46,99
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Expectancy,9,0.611650485,103,63,133
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,10,0.46969697,66,31,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,11,0.518518519,81,42,101
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,12,0.53164557,79,42,96
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,2,Intrinsic Value,2,0.6875,96,66,147
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,3,0.701923077,104,73,139
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,4,0.496183206,132,65,288
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,5,0.641791045,67,43,104
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,6,0.5,112,56,166
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,7,0.462686567,67,31,80
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,8,0.58974359,78,46,99
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,1,Intrinsic Value,9,0.611650485,103,63,133
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,2,Utility Value,10,0.46969697,66,31,87
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,11,0.518518519,81,42,101
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,12,0.53164557,79,42,96
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Utility Value,2,0.6875,96,66,147
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,3,0.701923077,104,73,139
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,4,0.496183206,132,65,288
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Utility Value,5,0.641791045,67,43,104
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,6,0.5,112,56,166
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Utility Value,7,0.462686567,67,31,80
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,5,Utility Value,8,0.58974359,78,46,99
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,4,Utility Value,9,0.611650485,103,63,133
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,NA,Cost,13,0.677419355,62,42,74
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,NA,Utility Value,13,0.677419355,62,42,74
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,NA,Expectancy,13,0.677419355,62,42,74
College / Advanced Statistics and Data Science (ABCD),v5.0,292cff87-3c74-4e94-8622-233afb0427dd,b7489f46-1d28-4c69-9901-3fb8bf9b85a6,ff6ec9fe-de1d-4b45-8136-59465d9c85ab,NA,Intrinsic Value,13,0.677419355,62,42,74
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,10,0.753623188,69,52,87
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,11,0.65,80,52,100
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,12,0.746987952,83,62,109
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,1,Cost,2,0.840909091,88,74,121
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,1,Cost,3,0.723214286,112,81,163
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,2,Cost,4,0.700729927,138,96,275
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,3,Cost,5,0.753846154,65,49,94
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,3,Cost,6,0.778846154,104,81,135
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,2,Cost,7,0.793650794,63,50,69
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,8,0.77027027,74,57,90
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,9,0.716981132,106,76,154
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,10,0.753623188,69,52,87
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Expectancy,11,0.65,80,52,100
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Expectancy,12,0.746987952,83,62,109
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,6,Expectancy,2,0.840909091,88,74,121
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,3,0.723214286,112,81,163
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Expectancy,4,0.700729927,138,96,275
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,5,0.753846154,65,49,94
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,6,0.778846154,104,81,135
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,7,0.793650794,63,50,69
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,8,0.77027027,74,57,90
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,9,0.716981132,106,76,154
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,10,0.753623188,69,52,87
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,11,0.65,80,52,100
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,12,0.746987952,83,62,109
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,6,Intrinsic Value,2,0.840909091,88,74,121
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,3,0.723214286,112,81,163
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,4,0.700729927,138,96,275
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,5,0.753846154,65,49,94
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,6,0.778846154,104,81,135
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,7,0.793650794,63,50,69
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,8,0.77027027,74,57,90
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Intrinsic Value,9,0.716981132,106,76,154
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,10,0.753623188,69,52,87
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,11,0.65,80,52,100
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,12,0.746987952,83,62,109
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,6,Utility Value,2,0.840909091,88,74,121
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,3,0.723214286,112,81,163
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,4,0.700729927,138,96,275
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,5,0.753846154,65,49,94
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,6,0.778846154,104,81,135
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,7,0.793650794,63,50,69
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,8,0.77027027,74,57,90
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Utility Value,9,0.716981132,106,76,154
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,4,Cost,13,0.774193548,31,24,51
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,6,Utility Value,13,0.774193548,31,24,51
College / Statistics and Data Science (ABC),v5.2,292cff87-3c74-4e94-8622-233afb0427dd,cc1ffb2e-5555-4109-8ad8-2d49cb54ad10,11eabd81-c391-4201-9c16-166286778096,5,Expectancy,13,0.774193548,31,24,51
